filename,timestamp,latitude,longitude,distance_to_node_m,node_index,speed_mps,heading_deg,label
frame_0_lat--6.0935621666666675_lon--49.84711416666667.png,20250810_111918_166246,-6.09356216666667,-49.8471141666667,31.67,5,,,straight
frame_1_lat--6.093548233333334_lon--49.84711829999999.png,20250810_111935_196701,-6.09354823333333,-49.8471183,33.26,5,5.06,353.65,straight
frame_2_lat--6.093533599999999_lon--49.84712923333334.png,20250810_111937_123301,-6.0935336,-49.8471292333333,31.84,4,10.37,352.86,straight
frame_3_lat--6.0935228_lon--49.84713753333334.png,20250810_111938_256776,-6.0935228,-49.8471375333333,30.48,4,0.0,0.0,straight
frame_4_lat--6.0935098666666665_lon--49.84714703333334.png,20250810_111939_228567,-6.09350986666667,-49.8471470333333,28.89,4,0.0,0.0,straight
frame_5_lat--6.093495299999999_lon--49.84715646666667.png,20250810_111940_259829,-6.0934953,-49.8471564666667,27.15,4,0.0,0.0,straight
frame_6_lat--6.0934794666666665_lon--49.8471648.png,20250810_111941_229651,-6.09347946666667,-49.8471648,25.3,4,0.0,0.0,straight
frame_7_lat--6.093462866666667_lon--49.847172.png,20250810_111942_263324,-6.09346286666667,-49.847172,23.39,4,0.0,0.0,straight
frame_8_lat--6.093445733333334_lon--49.847178099999994.png,20250810_111943_241522,-6.09344573333333,-49.8471781,21.46,4,0.0,0.0,intersection
frame_9_lat--6.093428133333333_lon--49.84718326666666.png,20250810_111944_309104,-6.09342813333333,-49.8471832666667,19.49,4,0.0,0.0,intersection
frame_10_lat--6.093410366666667_lon--49.847187766666664.png,20250810_111945_252627,-6.09341036666667,-49.8471877666667,17.51,4,0.0,0.0,intersection
frame_11_lat--6.093392500000001_lon--49.847191933333335.png,20250810_111946_225627,-6.0933925,-49.8471919333333,15.54,4,0.0,0.0,intersection
frame_12_lat--6.093373966666667_lon--49.84719630000001.png,20250810_111947_254129,-6.09337396666667,-49.8471963,13.51,4,0.0,0.0,intersection
frame_13_lat--6.093355100000001_lon--49.847200900000004.png,20250810_111948_229567,-6.0933551,-49.8472009,11.48,4,0.0,0.0,intersection
frame_14_lat--6.093336933333333_lon--49.847205599999995.png,20250810_111949_266456,-6.09333693333333,-49.8472056,9.57,4,0.0,0.0,intersection
frame_15_lat--6.093320266666668_lon--49.8472106.png,20250810_111950_236855,-6.09332026666667,-49.8472106,7.92,4,0.0,0.0,intersection
frame_16_lat--6.093305333333333_lon--49.847216933333335.png,20250810_111951_261593,-6.09330533333333,-49.8472169333333,6.66,4,0.0,0.0,intersection
frame_17_lat--6.0932922000000005_lon--49.847225566666665.png,20250810_111952_232379,-6.0932922,-49.8472255666667,6.01,4,0.0,0.0,intersection
frame_18_lat--6.0932811000000004_lon--49.84723643333333.png,20250810_111953_291013,-6.0932811,-49.8472364333333,6.16,4,0.0,0.0,intersection
frame_19_lat--6.0932727_lon--49.84724933333333.png,20250810_111954_249818,-6.0932727,-49.8472493333333,7.06,4,0.0,0.0,intersection
frame_20_lat--6.0932671_lon--49.847264733333326.png,20250810_111955_218379,-6.0932671,-49.8472647333333,8.55,4,0.0,0.0,intersection
frame_21_lat--6.093264_lon--49.84728276666667.png,20250810_111956_254721,-6.093264,-49.8472827666667,10.46,4,0.0,0.0,intersection
frame_22_lat--6.093262633333333_lon--49.84730293333333.png,20250810_111957_289230,-6.09326263333333,-49.8473029333333,12.67,4,0.0,0.0,intersection
frame_23_lat--6.0932621_lon--49.847324666666665.png,20250810_111958_249583,-6.0932621,-49.8473246666667,15.06,4,0.0,0.0,intersection
frame_24_lat--6.0932619_lon--49.84734816666666.png,20250810_111959_225655,-6.0932619,-49.8473481666667,17.65,4,0.0,0.0,intersection
frame_25_lat--6.093261633333334_lon--49.84737386666666.png,20250810_112000_267108,-6.09326163333333,-49.8473738666667,20.49,4,0.0,0.0,intersection
frame_26_lat--6.0932611_lon--49.84740209999999.png,20250810_112001_240603,-6.0932611,-49.8474021,23.61,4,0.0,0.0,straight
