filename,timestamp,latitude,longitude,distance_to_node_m,node_index,speed_mps,heading_deg,label
frame_0_lat--6.091357666666666_lon--49.849476833333334.png,20250809_180016_186422,-6.091357667,-49.84947683,108.37,12,,,straight
frame_1_lat--6.091356233333333_lon--49.849461566666676.png,20250809_180019_189745,-6.091356233,-49.84946157,106.72,12,3.51,31.97,straight
frame_2_lat--6.091353566666666_lon--49.84943786666666.png,20250809_180021_231879,-6.091353567,-49.84943787,104.14,12,0,0,straight
frame_3_lat--6.0913518_lon--49.84942323333333.png,20250809_180022_231007,-6.0913518,-49.84942323,102.54,12,0,0,straight
frame_4_lat--6.091350099999999_lon--49.84940896666667.png,20250809_180023_193438,-6.0913501,-49.84940897,100.99,12,5.58,31.52,straight
frame_5_lat--6.091346966666666_lon--49.84938416666667.png,20250809_180025_201737,-6.091346967,-49.84938417,98.29,12,0,0,straight
frame_6_lat--6.0913447_lon--49.84936893333334.png,20250809_180026_240068,-6.0913447,-49.84936893,96.62,12,0,0,straight
frame_7_lat--6.0913415_lon--49.84934946666667.png,20250809_180027_216004,-6.0913415,-49.84934947,94.47,12,0,0,straight
frame_8_lat--6.091337433333334_lon--49.84932640000001.png,20250809_180028_237395,-6.091337433,-49.8493264,91.92,12,0,0,straight
frame_9_lat--6.091332633333334_lon--49.84930073333334.png,20250809_180029_212620,-6.091332633,-49.84930073,89.07,12,0,0,straight
frame_10_lat--6.0913273_lon--49.84927326666666.png,20250809_180030_284241,-6.0913273,-49.84927327,86.02,12,0,0,straight
frame_11_lat--6.091321633333333_lon--49.849244899999995.png,20250809_180031_227008,-6.091321633,-49.8492449,82.87,12,0,0,straight
frame_12_lat--6.091315566666666_lon--49.8492164.png,20250809_180032_267463,-6.091315567,-49.8492164,79.69,12,0,0,straight
frame_13_lat--6.091308999999999_lon--49.84918799999999.png,20250809_180033_218218,-6.091309,-49.849188,76.5,12,0,0,straight
frame_14_lat--6.0913018999999995_lon--49.84915953333333.png,20250809_180034_281481,-6.0913019,-49.84915953,73.29,12,0,0,straight
frame_15_lat--6.0912942999999995_lon--49.8491306.png,20250809_180035_229779,-6.0912943,-49.8491306,70.01,12,0,0,straight
frame_16_lat--6.091285999999999_lon--49.84910073333333.png,20250809_180036_199955,-6.091286,-49.84910073,66.61,12,0,0,straight
